donor_id,gender,age,income_bracket,employment_status,signup_channel,home_center_id,distance_to_center_km,first_donation_date
20572,F,42,60-100k,employed,online,28,15.2,2023-02-18
20573,F,18,<30k,retired,referral,39,11.13,2023-10-25
20574,F,25,100k+,student,online,20,14.83,2023-03-17
20575,F,46,60-100k,employed,referral,36,31.94,2023-01-06
20576,F,52,30-60k,student,online,12,4.94,2023-11-09
20577,F,52,60-100k,student,walk-in,38,16.45,2024-04-24
20578,F,33,60-100k,unemployed,online,40,19.37,2024-08-14
20579,M,56,<30k,student,walk-in,34,3.76,2024-05-26
20580,M,64,<30k,employed,walk-in,13,3.32,2024-04-07
20581,F,67,30-60k,employed,online,8,5.32,2023-12-13
20582,F,41,<30k,employed,online,12,6.43,2023-07-24
20583,F,22,60-100k,retired,online,40,10.48,2024-01-04
20584,F,33,30-60k,employed,online,2,11.96,2023-11-29
20585,M,41,<30k,employed,walk-in,25,10.0,2023-11-19
20586,M,68,100k+,student,walk-in,14,21.31,2024-07-27
20587,F,47,<30k,employed,online,37,12.53,2023-08-02
20588,M,28,<30k,employed,online,34,7.96,2023-12-28
20589,F,18,30-60k,employed,online,26,1.49,2023-12-02
20590,M,20,60-100k,retired,referral,11,21.3,2023-07-18
20591,M,40,60-100k,employed,online,26,29.94,2023-06-27
20592,F,51,30-60k,student,online,17,0.63,2023-05-06
20593,M,59,<30k,unemployed,online,20,8.09,2024-07-11
20594,M,46,<30k,employed,walk-in,27,24.51,2023-04-16
20595,F,49,30-60k,employed,referral,40,7.4,2023-01-13
20596,F,21,60-100k,employed,online,2,5.35,2024-09-25
20597,M,25,30-60k,employed,referral,26,4.01,2023-04-14
20598,F,37,<30k,employed,walk-in,30,17.03,2023-07-23
20599,Other,51,30-60k,employed,walk-in,37,12.47,2023-09-25
20600,F,40,<30k,employed,online,18,7.19,2023-03-24
20601,F,44,<30k,student,walk-in,21,10.29,2023-02-05
20602,F,46,100k+,retired,referral,13,1.39,2023-12-23
20603,F,49,<30k,employed,walk-in,36,13.15,2024-02-28
20604,F,59,100k+,employed,online,27,8.82,2023-04-03
20605,M,35,30-60k,retired,walk-in,35,26.64,2024-11-15
20606,M,57,30-60k,employed,online,24,3.55,2023-04-25
20607,F,55,100k+,employed,referral,35,15.64,2023-11-28
20608,F,21,100k+,employed,online,16,2.45,2024-12-03
20609,F,54,<30k,retired,online,21,13.57,2023-03-31
20610,M,40,30-60k,employed,online,36,1.31,2024-05-09
20611,F,53,<30k,employed,referral,2,4.18,2024-04-28
20612,F,35,60-100k,employed,online,22,18.53,2024-06-01
20613,M,66,<30k,employed,walk-in,9,7.16,2023-01-24
20614,F,18,<30k,employed,online,5,2.05,2023-06-01
20615,M,59,<30k,employed,referral,20,6.51,2024-11-13
20616,F,46,<30k,employed,online,3,12.0,2024-04-08
20617,F,47,60-100k,unemployed,walk-in,27,8.87,2023-08-04
20618,M,26,<30k,employed,referral,2,9.6,2024-07-16
20619,M,55,60-100k,retired,online,7,38.42,2024-08-02
20620,F,47,<30k,student,walk-in,11,21.12,2023-07-05
20621,M,31,30-60k,employed,walk-in,15,13.19,2024-12-29
20622,M,65,60-100k,retired,walk-in,27,11.02,2023-11-30
20623,M,60,30-60k,employed,walk-in,2,1.62,2024-06-28
20624,F,42,30-60k,unemployed,walk-in,36,5.2,2023-02-17
20625,M,34,30-60k,unemployed,online,34,2.92,2023-02-06
20626,F,64,60-100k,employed,online,28,12.93,2024-03-24
20627,F,30,60-100k,student,online,22,12.09,2024-10-13
20628,F,36,60-100k,employed,walk-in,15,6.1,2024-08-04
20629,M,38,30-60k,employed,referral,25,7.85,2023-07-23
20630,F,64,<30k,unemployed,walk-in,14,4.82,2024-03-20
20631,M,68,30-60k,employed,walk-in,25,9.34,2024-10-29
20632,M,44,60-100k,employed,online,14,4.8,2024-08-30
20633,M,54,100k+,employed,walk-in,32,2.44,2024-03-26
20634,F,21,<30k,unemployed,online,29,3.12,2023-09-26
20635,M,60,60-100k,unemployed,online,32,4.52,2023-02-03
20636,F,36,60-100k,student,online,33,6.12,2023-04-27
20637,F,22,<30k,employed,walk-in,4,15.77,2023-11-13
20638,M,22,100k+,unemployed,walk-in,3,1.31,2024-09-22
20639,F,53,30-60k,student,referral,2,6.15,2023-10-10
20640,F,44,30-60k,employed,online,12,9.57,2023-07-30
20641,Other,45,100k+,student,online,5,4.71,2023-07-08
20642,F,30,<30k,unemployed,online,2,9.14,2024-07-25
20643,F,35,<30k,student,online,16,6.01,2024-07-15
20644,F,65,60-100k,retired,online,13,22.71,2024-04-19
20645,M,33,30-60k,student,online,37,3.2,2024-10-12
20646,F,67,30-60k,student,referral,29,2.15,2024-08-08
20647,M,38,60-100k,retired,online,26,15.26,2023-08-09
20648,M,21,30-60k,employed,online,9,10.73,2023-11-14
20649,M,49,<30k,employed,online,4,4.5,2023-04-01
20650,F,34,60-100k,student,walk-in,40,5.05,2023-10-19
20651,F,56,<30k,retired,walk-in,24,27.03,2023-02-06
20652,M,29,30-60k,employed,walk-in,39,15.7,2023-03-26
20653,F,18,30-60k,student,online,3,6.26,2023-05-10
20654,F,43,60-100k,employed,walk-in,14,10.43,2023-10-22
20655,F,22,30-60k,unemployed,online,3,19.11,2023-11-24
20656,F,45,<30k,student,online,9,10.86,2024-10-21
20657,F,33,30-60k,retired,online,31,6.82,2023-07-30
20658,M,57,30-60k,employed,online,13,10.13,2024-10-04
20659,F,54,<30k,employed,online,18,8.2,2024-08-08
20660,F,51,<30k,employed,online,3,20.39,2024-03-07
20661,F,66,<30k,student,online,1,12.59,2023-12-02
20662,F,56,<30k,employed,online,12,0.6,2023-05-06
20663,M,19,30-60k,employed,walk-in,22,19.81,2024-06-19
20664,F,68,60-100k,student,walk-in,3,3.75,2023-04-09
20665,M,38,30-60k,student,referral,9,13.96,2023-04-19
20666,F,26,<30k,employed,online,9,7.99,2024-04-26
20667,F,29,60-100k,unemployed,online,39,10.0,2023-12-28
20668,F,24,<30k,employed,walk-in,38,4.64,2023-04-09
20669,M,66,60-100k,student,online,37,0.5,2024-09-05
20670,F,22,30-60k,unemployed,referral,31,4.45,2024-07-04
20671,F,31,<30k,employed,referral,27,2.83,2023-08-05
20672,M,21,<30k,employed,walk-in,9,24.15,2024-11-14
20673,Other,28,60-100k,unemployed,walk-in,38,9.7,2023-08-11
20674,F,69,60-100k,employed,online,3,3.68,2024-08-21
20675,F,53,60-100k,unemployed,online,3,18.72,2024-07-29
20676,M,68,<30k,student,referral,29,0.5,2023-06-01
20677,F,34,100k+,retired,walk-in,34,13.03,2023-01-01
20678,M,36,30-60k,student,online,30,5.17,2023-06-02
20679,M,30,100k+,employed,walk-in,11,11.08,2023-07-10
20680,M,30,100k+,employed,online,4,12.36,2023-08-23
20681,M,51,<30k,employed,walk-in,37,18.84,2024-12-19
20682,M,58,100k+,unemployed,walk-in,13,7.55,2023-10-14
20683,M,65,100k+,employed,walk-in,8,7.05,2024-05-30
20684,F,50,30-60k,retired,referral,23,3.23,2023-09-03
20685,F,51,<30k,employed,online,1,4.69,2023-10-18
20686,M,56,<30k,student,online,32,8.38,2024-03-12
20687,F,57,<30k,unemployed,online,36,4.35,2024-12-05
20688,M,60,30-60k,employed,online,37,5.37,2024-11-20
20689,F,50,<30k,employed,referral,35,3.25,2023-01-10
20690,F,48,100k+,employed,online,8,11.82,2024-04-21
20691,F,58,60-100k,employed,referral,40,4.74,2023-11-02
20692,F,23,30-60k,employed,online,9,1.1,2023-07-23
20693,M,44,60-100k,student,online,24,7.68,2023-10-17
20694,F,22,<30k,student,walk-in,19,14.9,2024-03-18
20695,F,62,60-100k,employed,walk-in,29,5.96,2023-04-04
20696,M,28,<30k,student,walk-in,37,7.08,2024-02-02
20697,M,66,<30k,employed,referral,12,15.69,2024-02-22
20698,M,21,<30k,student,referral,18,2.52,2023-10-13
20699,M,48,100k+,employed,walk-in,32,2.21,2024-05-13
20700,F,32,<30k,retired,online,37,4.96,2023-08-13
20701,F,22,30-60k,unemployed,referral,23,4.03,2023-06-27
20702,F,18,<30k,employed,walk-in,22,7.98,2023-02-16
20703,M,66,<30k,employed,walk-in,11,20.67,2024-04-10
20704,Other,21,60-100k,unemployed,walk-in,13,8.06,2024-05-23
20705,F,63,<30k,employed,online,37,4.78,2023-04-14
20706,M,47,30-60k,retired,walk-in,3,8.07,2023-02-17
20707,F,48,<30k,retired,referral,5,3.95,2024-07-12
20708,M,69,60-100k,student,walk-in,16,4.85,2023-07-18
20709,F,32,30-60k,employed,walk-in,11,4.84,2023-04-14
20710,F,24,100k+,employed,online,3,14.32,2023-03-14
20711,M,24,60-100k,employed,online,6,3.53,2023-03-04
20712,M,39,60-100k,unemployed,referral,9,9.25,2023-06-19
20713,M,19,60-100k,employed,walk-in,10,6.0,2023-03-09
20714,M,18,60-100k,employed,walk-in,28,3.06,2024-06-15
20715,F,33,30-60k,student,walk-in,35,12.08,2024-09-09
20716,M,29,<30k,student,online,20,3.62,2023-11-27
20717,Other,20,100k+,unemployed,referral,25,5.22,2023-04-30
20718,F,20,60-100k,unemployed,referral,12,8.1,2023-10-21
20719,Other,69,60-100k,retired,walk-in,29,18.87,2024-03-03
20720,M,55,<30k,unemployed,online,3,12.31,2023-02-25
20721,F,37,60-100k,unemployed,walk-in,30,5.79,2023-12-29
20722,F,58,<30k,employed,online,22,24.95,2023-02-27
20723,M,69,<30k,unemployed,online,29,2.44,2023-12-08
20724,F,53,30-60k,student,online,11,4.25,2023-03-05
20725,F,69,100k+,student,online,16,4.96,2024-04-13
20726,F,50,30-60k,employed,referral,7,7.22,2023-06-04
20727,M,30,<30k,student,referral,8,0.56,2024-07-28
20728,F,65,<30k,student,referral,1,8.56,2023-08-10
20729,M,19,60-100k,student,online,8,12.83,2024-11-14
20730,M,36,30-60k,employed,walk-in,39,3.23,2024-01-25
20731,F,43,<30k,unemployed,online,38,5.38,2024-09-21
20732,M,48,60-100k,employed,referral,6,2.96,2023-08-07
20733,F,69,30-60k,employed,online,39,7.19,2024-11-10
20734,M,28,<30k,employed,online,13,11.58,2023-07-18
20735,M,23,60-100k,student,walk-in,26,2.81,2023-04-06
20736,M,32,60-100k,employed,online,39,8.62,2024-02-13
20737,F,30,<30k,employed,walk-in,23,8.96,2023-12-09
20738,M,22,30-60k,employed,walk-in,7,4.41,2023-03-04
20739,M,66,<30k,unemployed,referral,15,0.83,2024-11-01
20740,M,45,30-60k,student,online,15,2.32,2024-02-10
20741,F,18,30-60k,employed,referral,35,7.1,2023-04-12
20742,F,42,30-60k,employed,online,34,3.27,2023-10-31
20743,F,30,30-60k,employed,online,11,1.87,2024-11-11
20744,F,60,<30k,unemployed,walk-in,18,15.3,2023-12-12
20745,F,28,100k+,employed,referral,7,14.56,2023-06-24
20746,M,38,100k+,student,online,14,9.72,2023-02-17
20747,M,62,30-60k,employed,walk-in,4,7.58,2024-07-11
20748,F,35,60-100k,employed,walk-in,2,19.93,2024-05-02
20749,M,24,30-60k,employed,online,33,4.54,2023-11-09
20750,Other,43,30-60k,employed,walk-in,15,7.01,2024-03-08
20751,F,38,60-100k,employed,referral,9,8.1,2024-02-01
20752,F,66,30-60k,employed,walk-in,25,1.11,2023-08-28
20753,M,60,100k+,employed,online,40,5.62,2024-06-08
20754,M,58,30-60k,employed,online,14,9.05,2024-11-15
20755,F,37,30-60k,student,referral,37,5.37,2024-11-27
20756,F,33,<30k,unemployed,online,12,11.48,2023-05-05
20757,M,60,30-60k,student,online,5,2.83,2023-06-19
20758,F,62,<30k,employed,referral,2,10.43,2023-01-22
20759,F,56,<30k,employed,online,30,6.19,2024-07-13
20760,F,39,60-100k,unemployed,online,5,11.3,2023-12-26
20761,M,63,60-100k,employed,online,37,3.72,2023-06-13
20762,F,30,30-60k,employed,walk-in,19,8.5,2024-02-22
20763,M,44,30-60k,unemployed,online,35,8.72,2024-03-24
20764,F,45,60-100k,employed,referral,18,9.97,2024-01-07
20765,M,65,<30k,student,online,1,15.56,2023-09-23
20766,M,30,100k+,employed,referral,9,0.5,2024-10-26
20767,M,29,60-100k,unemployed,referral,34,2.17,2023-08-15
20768,F,47,60-100k,student,online,16,10.16,2024-04-16
20769,M,39,60-100k,employed,walk-in,34,14.41,2024-07-29
20770,F,33,60-100k,employed,online,21,15.54,2023-08-23
20771,F,39,<30k,student,referral,1,4.9,2024-09-19
20772,M,56,60-100k,employed,online,11,8.21,2024-04-13
20773,M,35,30-60k,retired,online,30,3.7,2024-09-30
20774,F,30,30-60k,employed,referral,3,12.54,2023-12-23
20775,F,20,30-60k,unemployed,online,38,3.53,2024-01-23
20776,F,46,60-100k,employed,online,13,18.39,2023-04-16
20777,M,33,30-60k,employed,referral,3,8.49,2024-08-13
20778,F,46,30-60k,student,online,13,9.8,2024-11-07
20779,F,67,60-100k,employed,online,15,10.39,2024-01-29
20780,M,57,30-60k,employed,online,6,9.77,2023-05-17
20781,F,19,30-60k,student,walk-in,21,7.84,2023-07-31
20782,M,38,60-100k,employed,walk-in,2,11.74,2023-08-15
20783,F,39,30-60k,unemployed,walk-in,26,16.98,2023-10-07
20784,M,18,<30k,student,referral,12,12.64,2024-12-06
20785,M,63,<30k,employed,referral,4,7.17,2024-05-26
20786,M,66,30-60k,retired,online,16,3.37,2024-08-21
20787,M,43,30-60k,employed,referral,31,6.7,2023-02-26
20788,M,54,<30k,student,online,34,21.67,2023-12-06
20789,M,55,100k+,employed,online,8,23.86,2024-04-15
20790,F,62,30-60k,employed,walk-in,30,5.84,2023-12-27
20791,F,25,60-100k,employed,online,18,15.87,2023-02-01
20792,M,68,30-60k,retired,online,5,4.95,2024-06-16
20793,F,27,60-100k,retired,online,39,11.16,2023-08-19
20794,F,69,30-60k,unemployed,walk-in,19,4.46,2023-05-23
20795,M,26,<30k,student,walk-in,2,1.48,2024-06-06
20796,M,36,30-60k,unemployed,online,10,8.35,2023-05-29
20797,F,63,60-100k,employed,online,16,5.66,2023-01-10
20798,F,34,60-100k,student,online,36,6.74,2023-11-29
20799,M,41,100k+,student,online,14,7.1,2023-10-24
20800,M,51,30-60k,student,online,14,5.66,2024-12-01
20801,F,38,<30k,student,referral,25,6.25,2024-08-21
20802,F,66,100k+,student,referral,26,2.59,2023-05-18
20803,M,22,30-60k,retired,online,25,21.53,2024-09-03
20804,M,54,100k+,employed,online,11,9.06,2024-08-19
20805,M,29,<30k,student,online,28,7.27,2023-03-25
20806,F,20,30-60k,employed,online,7,6.87,2023-08-08
20807,M,27,100k+,employed,walk-in,33,5.91,2024-12-03
20808,M,54,60-100k,retired,online,27,7.99,2023-01-21
20809,M,58,30-60k,unemployed,online,13,38.44,2023-10-19
20810,F,28,60-100k,student,online,40,8.67,2023-07-20
20811,M,45,30-60k,employed,online,38,10.43,2024-09-06
20812,M,22,60-100k,student,online,36,5.43,2023-08-16
20813,M,18,100k+,employed,online,19,8.95,2024-11-26
20814,F,63,<30k,employed,online,26,7.59,2023-05-28
20815,F,31,30-60k,student,walk-in,18,6.02,2024-10-18
20816,F,23,<30k,employed,walk-in,27,0.83,2024-07-15
20817,F,32,60-100k,student,referral,34,25.69,2024-05-14
20818,F,31,60-100k,unemployed,walk-in,3,4.77,2024-11-10
20819,M,64,<30k,unemployed,referral,26,6.83,2023-01-07
20820,F,20,100k+,student,online,24,10.23,2024-02-29
20821,F,36,30-60k,student,walk-in,21,5.38,2024-04-03
20822,M,63,30-60k,employed,online,12,1.47,2024-12-11
20823,F,48,60-100k,student,online,25,13.32,2023-08-12
20824,M,48,<30k,employed,referral,29,3.55,2024-01-14
20825,M,23,30-60k,employed,walk-in,28,11.73,2023-12-11
20826,M,20,<30k,student,online,9,3.43,2024-08-16
20827,F,60,60-100k,employed,walk-in,29,6.06,2023-05-03
20828,F,21,60-100k,employed,online,40,2.66,2023-01-05
20829,F,66,<30k,student,referral,36,16.38,2023-07-28
20830,F,40,60-100k,employed,walk-in,20,21.38,2024-03-04
20831,Other,19,30-60k,unemployed,referral,39,11.83,2023-02-17
20832,M,69,60-100k,employed,online,6,8.95,2024-06-17
20833,F,62,60-100k,employed,walk-in,40,15.93,2024-01-08
20834,F,34,60-100k,retired,online,2,14.31,2024-10-09
20835,M,45,30-60k,unemployed,online,30,2.65,2023-01-22
20836,M,24,60-100k,employed,online,34,3.51,2024-05-25
20837,F,46,30-60k,employed,online,19,15.96,2024-02-03
20838,F,63,30-60k,retired,walk-in,39,5.18,2024-04-21
20839,F,27,<30k,employed,online,11,6.17,2023-12-13
20840,M,24,100k+,student,walk-in,36,29.72,2024-01-01
20841,F,45,30-60k,employed,online,37,5.78,2023-11-28
20842,M,59,60-100k,unemployed,online,39,15.24,2023-11-19
20843,F,45,30-60k,unemployed,online,18,11.93,2023-08-09
20844,F,68,<30k,employed,walk-in,14,2.18,2024-04-22
20845,M,20,60-100k,student,online,12,11.35,2023-12-19
20846,M,52,30-60k,unemployed,walk-in,26,5.92,2023-01-30
20847,M,52,30-60k,unemployed,online,24,4.56,2023-01-16
20848,M,57,<30k,student,online,5,4.04,2024-11-15
20849,F,57,30-60k,employed,walk-in,35,11.87,2024-01-24
20850,F,44,<30k,student,walk-in,38,3.49,2023-04-10
20851,M,48,60-100k,employed,referral,23,10.12,2024-01-02
20852,F,39,60-100k,unemployed,online,27,10.12,2024-06-11
20853,F,52,30-60k,employed,online,10,9.61,2023-10-03
20854,F,19,30-60k,student,walk-in,8,21.43,2024-06-20
20855,F,40,100k+,employed,online,31,8.69,2023-02-06
20856,Other,51,30-60k,employed,online,5,9.63,2023-10-06
20857,M,47,100k+,student,referral,7,14.61,2023-09-22
20858,M,36,<30k,employed,referral,40,15.03,2024-08-18
20859,M,40,<30k,retired,referral,36,5.04,2023-04-16
20860,M,29,100k+,employed,walk-in,9,21.39,2024-09-03
20861,F,63,30-60k,employed,online,12,8.86,2024-07-19
20862,F,32,<30k,student,online,10,11.0,2024-06-09
20863,M,46,<30k,employed,online,29,4.34,2024-09-12
20864,F,46,30-60k,employed,online,27,15.47,2023-08-02
20865,M,29,<30k,employed,referral,13,2.64,2023-04-03
20866,F,48,30-60k,unemployed,online,40,8.19,2024-08-22
20867,M,65,<30k,unemployed,online,40,10.37,2023-06-26
20868,F,23,<30k,employed,online,29,8.31,2023-09-26
20869,F,37,60-100k,unemployed,walk-in,40,19.57,2023-08-09
20870,F,20,<30k,unemployed,online,5,5.53,2023-03-06
20871,F,63,30-60k,employed,online,8,4.39,2024-02-22
20872,M,39,30-60k,employed,online,2,9.55,2023-11-13
20873,F,31,30-60k,employed,walk-in,21,3.2,2024-06-14
20874,M,57,60-100k,employed,referral,20,6.08,2023-08-11
20875,M,23,30-60k,student,online,16,7.62,2024-11-25
20876,M,61,30-60k,employed,online,12,6.03,2024-12-12
20877,F,26,100k+,employed,walk-in,31,2.91,2023-07-27
20878,F,53,30-60k,unemployed,online,35,30.86,2023-09-27
20879,M,43,<30k,student,online,3,7.37,2024-03-14
20880,M,48,60-100k,employed,online,16,5.92,2023-11-05
20881,M,42,30-60k,employed,online,21,18.27,2023-09-01
20882,F,50,100k+,retired,online,37,2.83,2024-04-20
20883,M,33,30-60k,unemployed,online,39,12.75,2024-01-23
20884,F,20,60-100k,unemployed,referral,40,8.12,2024-01-21
20885,F,58,100k+,retired,referral,13,8.69,2024-02-15
20886,F,19,<30k,employed,online,11,7.25,2024-08-06
20887,M,59,<30k,employed,online,33,8.41,2023-06-17
20888,F,39,60-100k,employed,online,18,2.31,2023-09-14
20889,M,62,<30k,retired,referral,18,1.89,2023-12-11
20890,F,46,100k+,student,walk-in,13,8.45,2023-03-06
20891,M,24,60-100k,employed,online,17,7.26,2023-02-16
20892,F,23,100k+,employed,online,11,16.86,2024-11-01
20893,F,28,30-60k,unemployed,referral,40,35.36,2023-04-22
20894,F,46,<30k,employed,walk-in,27,9.29,2024-09-10
20895,M,23,60-100k,student,online,25,10.85,2024-05-06
20896,F,28,60-100k,student,referral,36,3.47,2023-07-03
20897,M,69,60-100k,student,walk-in,18,7.55,2023-08-29
20898,F,29,60-100k,employed,walk-in,27,6.3,2024-03-09
20899,F,32,30-60k,student,referral,31,12.92,2023-08-19
20900,F,68,60-100k,employed,online,31,15.35,2023-08-18
20901,F,38,30-60k,retired,online,39,36.28,2024-07-11
20902,M,23,<30k,student,online,36,11.21,2024-05-25
20903,M,60,60-100k,student,online,23,3.82,2023-03-27
20904,M,60,30-60k,employed,referral,33,25.36,2024-08-03
20905,Other,28,30-60k,employed,walk-in,38,3.37,2024-03-08
20906,M,28,60-100k,employed,online,1,6.98,2024-11-08
20907,F,57,30-60k,employed,walk-in,1,14.64,2024-10-15
20908,F,42,<30k,unemployed,referral,2,1.9,2023-08-16
20909,M,36,<30k,student,online,13,12.51,2024-01-19
20910,F,58,60-100k,employed,walk-in,33,4.71,2024-10-01
20911,F,58,60-100k,unemployed,online,7,15.58,2024-10-30
20912,M,44,60-100k,employed,walk-in,22,4.12,2023-02-26
20913,F,54,30-60k,student,online,34,11.87,2024-08-05
20914,F,60,<30k,employed,referral,27,17.82,2024-04-07
20915,M,38,30-60k,student,walk-in,34,9.49,2024-02-14
20916,M,41,60-100k,student,online,39,9.67,2024-11-05
20917,F,64,30-60k,retired,referral,5,1.65,2023-05-06
20918,F,56,30-60k,employed,online,40,4.59,2024-05-14
20919,M,50,60-100k,retired,online,2,6.07,2024-11-30
20920,F,22,60-100k,student,walk-in,33,15.76,2023-12-19
20921,M,21,60-100k,employed,online,37,1.58,2023-01-05
20922,Other,24,30-60k,unemployed,walk-in,28,1.93,2023-06-18
20923,M,25,30-60k,employed,walk-in,12,8.5,2023-07-21
20924,M,50,<30k,student,online,17,8.4,2024-07-05
20925,F,28,<30k,student,walk-in,14,9.66,2023-07-13
20926,M,21,<30k,employed,online,40,9.82,2023-06-05
20927,Other,52,30-60k,employed,referral,20,6.22,2023-07-20
20928,F,32,<30k,student,walk-in,30,20.53,2024-05-02
20929,F,23,<30k,unemployed,walk-in,22,15.53,2024-07-19
20930,F,34,60-100k,unemployed,online,35,11.64,2024-12-14
20931,F,67,<30k,unemployed,referral,14,4.94,2024-12-24
20932,M,47,30-60k,employed,walk-in,2,8.34,2023-12-18
20933,M,53,30-60k,employed,walk-in,13,23.79,2024-06-11
20934,M,54,60-100k,employed,online,28,29.2,2023-09-20
20935,F,33,30-60k,student,online,20,3.98,2023-12-18
20936,M,35,<30k,retired,online,33,10.74,2023-09-28
20937,Other,61,30-60k,employed,online,16,1.87,2023-12-27
20938,M,19,60-100k,employed,walk-in,38,10.8,2023-03-09
20939,F,18,60-100k,employed,walk-in,4,3.11,2024-04-13
20940,F,18,30-60k,employed,referral,16,16.56,2024-08-19
20941,F,30,30-60k,unemployed,referral,16,29.46,2024-02-29
20942,F,36,30-60k,unemployed,walk-in,37,9.32,2024-04-16
20943,F,65,60-100k,student,walk-in,5,8.9,2024-09-19
20944,M,62,30-60k,employed,online,14,10.1,2024-11-11
20945,M,18,30-60k,unemployed,online,31,11.24,2023-01-16
20946,M,28,<30k,retired,walk-in,35,24.41,2023-07-08
20947,F,64,60-100k,student,referral,32,3.28,2024-12-19
20948,F,57,60-100k,employed,referral,37,2.37,2024-04-15
20949,F,69,<30k,employed,referral,9,16.4,2023-06-18
20950,M,51,100k+,unemployed,online,20,3.95,2024-07-31
20951,M,23,<30k,employed,online,28,10.13,2024-09-26
20952,M,55,30-60k,retired,online,9,14.22,2023-03-13
20953,F,55,100k+,employed,online,21,3.28,2024-04-01
20954,F,37,<30k,employed,online,10,1.19,2023-05-04
20955,F,47,<30k,employed,walk-in,30,1.73,2023-10-16
20956,F,22,100k+,employed,online,21,9.23,2023-02-25
20957,Other,60,100k+,employed,walk-in,20,4.67,2024-02-06
20958,M,28,30-60k,student,online,13,8.87,2024-11-26
20959,F,45,30-60k,student,online,32,6.16,2023-02-15
20960,F,31,30-60k,employed,walk-in,22,5.92,2024-01-10
20961,F,50,<30k,employed,walk-in,10,10.89,2023-08-07
20962,M,36,<30k,employed,referral,16,10.82,2024-04-09
20963,F,32,30-60k,employed,walk-in,1,3.06,2023-10-17
20964,F,28,<30k,student,online,33,4.24,2023-02-04
20965,M,20,<30k,retired,walk-in,34,6.7,2023-10-05
20966,F,56,60-100k,retired,online,18,3.3,2024-12-17
20967,F,37,60-100k,unemployed,online,9,17.33,2024-02-12
20968,M,34,60-100k,student,online,38,16.03,2023-05-25
20969,F,49,30-60k,employed,online,18,5.05,2023-02-20
20970,Other,63,60-100k,employed,walk-in,30,22.91,2023-08-06
20971,F,44,30-60k,employed,walk-in,35,6.72,2024-01-06
20972,M,69,60-100k,employed,walk-in,32,21.02,2024-12-13
20973,M,59,60-100k,student,online,1,2.35,2023-06-10
20974,M,54,30-60k,student,walk-in,39,16.53,2024-09-15
20975,Other,57,30-60k,unemployed,walk-in,31,10.92,2024-03-10
20976,M,50,<30k,employed,online,32,15.89,2024-01-11
20977,M,55,<30k,employed,walk-in,8,24.29,2023-04-29
20978,F,20,60-100k,employed,online,27,21.81,2023-04-21
20979,M,23,<30k,employed,referral,15,10.45,2023-03-08
20980,M,47,30-60k,student,online,8,16.07,2023-11-16
20981,F,40,30-60k,employed,online,10,7.07,2024-02-10
20982,M,38,100k+,student,online,32,12.28,2024-02-24
20983,F,18,<30k,employed,walk-in,8,26.12,2024-01-18
20984,F,23,<30k,student,referral,23,6.92,2023-08-25
20985,Other,65,60-100k,employed,walk-in,9,33.26,2023-12-25
20986,M,67,60-100k,employed,walk-in,27,7.58,2024-10-09
20987,M,65,30-60k,employed,walk-in,9,15.34,2024-05-01
20988,M,31,<30k,employed,online,25,1.34,2023-12-28
20989,F,68,30-60k,retired,walk-in,1,8.43,2023-05-15
20990,F,46,60-100k,student,online,4,9.03,2023-05-07
20991,F,43,30-60k,retired,online,29,5.27,2023-09-03
20992,M,68,30-60k,employed,walk-in,11,15.89,2024-07-03
20993,M,58,100k+,employed,referral,2,7.1,2024-01-17
20994,F,54,60-100k,retired,walk-in,15,24.6,2023-01-02
20995,M,43,60-100k,employed,online,32,12.37,2024-05-09
20996,Other,26,60-100k,student,walk-in,5,5.25,2024-05-22
20997,M,25,<30k,employed,referral,32,10.01,2023-04-08
20998,M,33,30-60k,retired,online,3,5.27,2023-04-14
20999,M,22,<30k,employed,online,15,6.86,2023-01-09
21000,F,23,30-60k,unemployed,online,33,12.49,2024-01-16
21001,M,18,<30k,employed,online,17,9.91,2024-12-25
21002,F,55,<30k,student,walk-in,25,10.57,2024-01-14
21003,M,62,60-100k,employed,walk-in,9,12.27,2023-11-26
21004,F,68,60-100k,unemployed,referral,11,0.85,2024-12-11
21005,F,54,60-100k,student,walk-in,25,8.67,2024-06-20
21006,F,49,30-60k,employed,online,10,4.27,2024-04-30
21007,F,29,30-60k,employed,referral,2,11.69,2023-03-04
21008,M,20,<30k,employed,online,30,6.75,2024-12-15
21009,F,65,30-60k,employed,referral,24,4.61,2023-10-09
21010,F,41,30-60k,student,online,24,16.08,2024-01-06
21011,F,32,100k+,employed,walk-in,28,7.68,2023-03-19
21012,F,34,60-100k,employed,online,30,8.2,2024-01-08
21013,F,62,30-60k,employed,referral,3,6.24,2024-08-01
21014,M,48,30-60k,employed,walk-in,6,6.91,2023-07-07
21015,F,59,<30k,student,walk-in,7,17.53,2023-03-21
21016,F,56,100k+,employed,walk-in,16,17.69,2024-06-02
21017,F,67,100k+,retired,online,10,16.81,2023-01-03
21018,F,68,60-100k,employed,referral,14,8.38,2023-10-26
21019,F,25,30-60k,unemployed,walk-in,38,14.04,2023-03-12
21020,F,38,30-60k,employed,online,5,10.16,2024-09-17
21021,F,55,100k+,student,online,12,11.61,2023-03-27
21022,F,20,100k+,employed,walk-in,10,13.39,2023-01-16
21023,F,26,60-100k,employed,walk-in,32,9.28,2023-09-17
